exp,method,map,dataset,n_agents,share_fraction,n_access,steps,seed,tasks_completed,fails,collisions,coll_obstacle,coll_robot,rrt_calls,wall_s
R4_online_cap1000_map2,online_cap1000,map2,rrt_online,4,0.0,0,2000,10,238,25,182,0,182,367,11.89
R1_libvariants_map2,lib_repair,map2,original,4,0.0,0,2000,10,197,31,266,0,266,10,30.72
R1_libvariants_map2,lib_regen,map2,original,4,0.0,0,2000,10,225,25,214,0,214,15,30.4
R5_transfer_map3,hybrid_map3lib,map3,map3lib,8,0.0,0,2000,9,358,91,1266,0,1266,53,170.6
R2_scripted_map2,scripted_original,map2,original,4,0.0,0,2000,10,186,20,671,453,218,14,36.19
R2_scripted_map2,scripted_alternative,map2,alternative,4,0.0,0,2000,10,189,8,203,0,203,7,34.81
R3_prioritized_map2,prioritized,map2,prioritized,6,0.0,0,2000,10,498,3,39,0,39,546,3.74
R5_transfer_map3,hybrid_original,map3,original,2,0.0,0,2000,10,35,115,1032,1017,15,28,66.12
R4_online_cap300_map2,online_cap300,map2,rrt_online,6,0.0,0,2000,10,434,467,450,0,450,1138,14.99
R4_online_cap1000_map2,online_cap1000,map2,rrt_online,6,0.0,0,2000,10,340,41,490,0,490,626,23.6
R1_libvariants_map2,lib_repair,map2,original,6,0.0,0,2000,10,267,58,554,0,554,28,46.41
R1_libvariants_map2,lib_regen,map2,original,6,0.0,0,2000,10,339,43,530,0,530,21,55.04
R1_libvariants_map2,lib_filter,map2,original,6,0.0,0,2000,10,288,59,581,0,581,73,57.92
R5_transfer_map3,hybrid_map3lib,map3,map3lib,4,0.0,0,2000,10,183,44,269,0,269,16,56.66
R2_scripted_map2,scripted_alternative,map2,alternative,6,0.0,0,2000,10,283,14,431,0,431,17,53.45
R2_scripted_map2,scripted_original,map2,original,6,0.0,0,2000,10,271,51,1100,694,406,20,65.39
R3_prioritized_map2,prioritized,map2,prioritized,8,0.0,0,2000,10,681,5,77,0,77,771,5.34
R5_transfer_map3,hybrid_original,map3,original,8,0.0,0,2000,9,122,489,4392,3708,684,141,269.27
R4_online_cap300_map2,online_cap300,map2,rrt_online,8,0.0,0,2000,10,584,744,1023,0,1023,1815,22.29
R1_libvariants_map2,lib_filter,map2,original,8,0.0,0,2000,10,370,101,900,0,900,99,51.54
R4_online_cap1000_map2,online_cap1000,map2,rrt_online,8,0.0,0,2000,10,427,86,763,0,763,897,31.96
R5_transfer_map3,hybrid_original,map3,original,4,0.0,0,2000,10,64,230,2050,1906,144,57,128.62
R1_libvariants_map2,lib_repair,map2,original,8,0.0,0,2000,10,375,87,943,0,943,39,73.49
R1_libvariants_map2,lib_regen,map2,original,8,0.0,0,2000,10,425,89,802,0,802,27,77.45
R2_scripted_map2,scripted_alternative,map2,alternative,8,0.0,0,2000,10,343,26,1041,0,1041,13,87.15
R3_prioritized_map2,prioritized,map2,prioritized,10,0.0,0,2000,10,857,7,134,0,134,1006,7.43
R5_transfer_map3,hybrid_map3lib,map3,map3lib,6,0.0,0,2000,10,270,64,551,0,551,51,118.84
R2_scripted_map2,scripted_original,map2,original,8,0.0,0,2000,10,329,80,1710,892,818,41,100.84
R1_libvariants_map2,lib_filter,map2,original,10,0.0,0,2000,10,449,122,1263,0,1263,140,71.81
R5_transfer_map3,hybrid_map3lib,map3,map3lib,10,0.0,0,2000,9,411,149,2212,0,2212,88,274.94
R4_online_cap300_map2,online_cap300,map2,rrt_online,10,0.0,0,2000,10,693,1096,1636,0,1636,2592,29.42
R1_libvariants_map2,lib_filter,map2,original,2,0.0,0,2000,11,104,11,44,0,44,20,6.35
R5_transfer_map3,hybrid_original,map3,original,6,0.0,0,2000,10,95,339,3178,2804,374,102,169.93
R4_online_cap1000_map2,online_cap1000,map2,rrt_online,10,0.0,0,2000,10,493,148,1395,0,1395,1325,50.74
R1_libvariants_map2,lib_repair,map2,original,2,0.0,0,2000,11,91,9,32,0,32,10,11.72
R3_prioritized_map2,prioritized,map2,prioritized,2,0.0,0,2000,11,175,0,1,0,1,178,0.74
R1_libvariants_map2,lib_regen,map2,original,2,0.0,0,2000,11,116,6,37,0,37,7,12.12
R4_online_cap1000_map2,online_cap1000,map2,rrt_online,2,0.0,0,2000,11,113,10,33,0,33,140,5.5
R4_online_cap300_map2,online_cap300,map2,rrt_online,2,0.0,0,2000,11,146,118,32,0,32,280,4.32
R2_scripted_map2,scripted_original,map2,original,2,0.0,0,2000,11,89,8,256,228,28,9,23.17
R2_scripted_map2,scripted_alternative,map2,alternative,2,0.0,0,2000,11,98,3,23,0,23,4,14.17
R1_libvariants_map2,lib_repair,map2,original,10,0.0,0,2000,10,440,111,1612,0,1612,56,124.24
R1_libvariants_map2,lib_regen,map2,original,10,0.0,0,2000,10,528,113,1422,0,1422,38,109.77
R5_transfer_map3,hybrid_map3lib,map3,map3lib,2,0.0,0,2000,11,99,14,81,0,81,9,18.72
R1_libvariants_map2,lib_filter,map2,original,4,0.0,0,2000,11,199,44,215,0,215,31,20.87
R3_prioritized_map2,prioritized,map2,prioritized,4,0.0,0,2000,11,343,1,14,0,14,362,1.89
R1_libvariants_map2,lib_repair,map2,original,4,0.0,0,2000,11,186,28,185,0,185,12,27.41
R1_libvariants_map2,lib_regen,map2,original,4,0.0,0,2000,11,225,28,222,0,222,9,28.77
R4_online_cap1000_map2,online_cap1000,map2,rrt_online,4,0.0,0,2000,11,232,22,188,0,188,339,12.99
R2_scripted_map2,scripted_original,map2,original,10,0.0,0,2000,10,431,77,2327,968,1359,74,135.21
R2_scripted_map2,scripted_alternative,map2,alternative,10,0.0,0,2000,10,435,36,1464,0,1464,28,124.64
R4_online_cap300_map2,online_cap300,map2,rrt_online,4,0.0,0,2000,11,293,310,231,0,231,708,9.51
R5_transfer_map3,hybrid_original,map3,original,10,0.0,0,2000,9,167,603,5708,4559,1149,174,372.37
R5_transfer_map3,hybrid_map3lib,map3,map3lib,8,0.0,0,2000,10,346,87,1186,0,1186,71,174.74
R5_transfer_map3,hybrid_original,map3,original,2,0.0,0,2000,11,36,123,1026,1011,15,21,59.71
R2_scripted_map2,scripted_original,map2,original,4,0.0,0,2000,11,198,20,552,390,162,13,39.01
R2_scripted_map2,scripted_alternative,map2,alternative,4,0.0,0,2000,11,199,8,187,0,187,4,32.67
R3_prioritized_map2,prioritized,map2,prioritized,6,0.0,0,2000,11,517,4,40,0,40,567,4.27
R1_libvariants_map2,lib_filter,map2,original,6,0.0,0,2000,11,285,53,441,0,441,67,24.33
R4_online_cap300_map2,online_cap300,map2,rrt_online,6,0.0,0,2000,11,415,478,567,0,567,1167,15.56
R4_online_cap1000_map2,online_cap1000,map2,rrt_online,6,0.0,0,2000,11,321,48,450,0,450,586,22.71
R1_libvariants_map2,lib_regen,map2,original,6,0.0,0,2000,11,317,51,497,0,497,23,48.61
R1_libvariants_map2,lib_repair,map2,original,6,0.0,0,2000,11,273,52,643,0,643,30,53.62
R5_transfer_map3,hybrid_map3lib,map3,map3lib,4,0.0,0,2000,11,167,46,297,0,297,32,54.06
R1_libvariants_map2,lib_filter,map2,original,8,0.0,0,2000,11,365,84,942,0,942,116,38.13
R2_scripted_map2,scripted_alternative,map2,alternative,6,0.0,0,2000,11,266,26,590,0,590,6,59.96
R2_scripted_map2,scripted_original,map2,original,6,0.0,0,2000,11,260,58,1276,680,596,32,68.67
R3_prioritized_map2,prioritized,map2,prioritized,8,0.0,0,2000,11,685,5,84,0,84,781,5.81
R4_online_cap300_map2,online_cap300,map2,rrt_online,8,0.0,0,2000,11,540,706,1137,0,1137,1806,21.94
R4_online_cap1000_map2,online_cap1000,map2,rrt_online,8,0.0,0,2000,11,425,103,814,0,814,925,34.87
R1_libvariants_map2,lib_repair,map2,original,8,0.0,0,2000,11,347,90,1081,0,1081,49,78.0
R5_transfer_map3,hybrid_original,map3,original,8,0.0,0,2000,10,124,511,4419,3742,677,143,287.26
R5_transfer_map3,hybrid_original,map3,original,4,0.0,0,2000,11,63,242,2175,1954,221,71,127.03
R1_libvariants_map2,lib_regen,map2,original,8,0.0,0,2000,11,418,73,949,0,949,27,68.43
R2_scripted_map2,scripted_alternative,map2,alternative,8,0.0,0,2000,11,357,22,788,0,788,19,76.73
R3_prioritized_map2,prioritized,map2,prioritized,10,0.0,0,2000,11,856,5,120,0,120,990,6.19
R5_transfer_map3,hybrid_map3lib,map3,map3lib,6,0.0,0,2000,11,273,47,603,0,603,54,114.52
R2_scripted_map2,scripted_original,map2,original,8,0.0,0,2000,11,361,55,1694,730,964,31,87.65
R5_transfer_map3,hybrid_map3lib,map3,map3lib,10,0.0,0,2000,10,420,151,2017,0,2017,90,260.37
R4_online_cap300_map2,online_cap300,map2,rrt_online,10,0.0,0,2000,11,681,1068,1617,0,1617,2549,30.86
R1_libvariants_map2,lib_filter,map2,original,10,0.0,0,2000,11,412,159,1522,0,1522,141,73.98
R4_online_cap1000_map2,online_cap1000,map2,rrt_online,10,0.0,0,2000,11,517,148,1428,0,1428,1344,52.27
R1_libvariants_map2,lib_filter,map2,original,2,0.0,0,2000,12,95,16,38,0,38,19,13.33
R1_libvariants_map2,lib_repair,map2,original,2,0.0,0,2000,12,103,15,31,0,31,3,18.66
R1_libvariants_map2,lib_regen,map2,original,2,0.0,0,2000,12,117,9,40,0,40,1,14.64
R3_prioritized_map2,prioritized,map2,prioritized,2,0.0,0,2000,12,178,0,2,0,2,182,0.57
R2_scripted_map2,scripted_original,map2,original,2,0.0,0,2000,12,97,9,262,243,19,6,17.54
R5_transfer_map3,hybrid_original,map3,original,6,0.0,0,2000,11,108,352,3158,2745,413,99,210.14
R4_online_cap1000_map2,online_cap1000,map2,rrt_online,2,0.0,0,2000,12,122,11,40,0,40,152,6.15
R4_online_cap300_map2,online_cap300,map2,rrt_online,2,0.0,0,2000,12,160,155,27,0,27,330,5.69
R1_libvariants_map2,lib_regen,map2,original,10,0.0,0,2000,11,495,107,1504,0,1504,41,111.88
R2_scripted_map2,scripted_alternative,map2,alternative,2,0.0,0,2000,12,106,2,41,0,41,0,18.06
R1_libvariants_map2,lib_repair,map2,original,10,0.0,0,2000,11,423,115,1467,0,1467,58,124.26
R1_libvariants_map2,lib_filter,map2,original,4,0.0,0,2000,12,194,41,227,0,227,40,22.96
R2_scripted_map2,scripted_alternative,map2,alternative,10,0.0,0,2000,11,422,54,1523,0,1523,17,124.64
R5_transfer_map3,hybrid_map3lib,map3,map3lib,2,0.0,0,2000,12,89,22,15,0,15,13,23.0
R3_prioritized_map2,prioritized,map2,prioritized,4,0.0,0,2000,12,354,0,15,0,15,372,1.3
R2_scripted_map2,scripted_original,map2,original,10,0.0,0,2000,11,417,106,2389,1086,1303,54,130.11
R1_libvariants_map2,lib_repair,map2,original,4,0.0,0,2000,12,187,20,263,0,263,15,29.93
R4_online_cap300_map2,online_cap300,map2,rrt_online,4,0.0,0,2000,12,276,200,246,0,246,589,9.26
R4_online_cap1000_map2,online_cap1000,map2,rrt_online,4,0.0,0,2000,12,221,21,170,0,170,332,14.25
R1_libvariants_map2,lib_regen,map2,original,4,0.0,0,2000,12,234,20,180,0,180,8,29.9
R5_transfer_map3,hybrid_map3lib,map3,map3lib,8,0.0,0,2000,11,346,91,1126,0,1126,77,176.46
R5_transfer_map3,hybrid_original,map3,original,2,0.0,0,2000,12,25,123,1031,1005,26,35,54.91
R2_scripted_map2,scripted_original,map2,original,4,0.0,0,2000,12,190,20,656,419,237,6,43.03
R3_prioritized_map2,prioritized,map2,prioritized,6,0.0,0,2000,12,541,1,38,0,38,586,2.4
R2_scripted_map2,scripted_alternative,map2,alternative,4,0.0,0,2000,12,190,5,195,0,195,7,36.37
R1_libvariants_map2,lib_filter,map2,original,6,0.0,0,2000,12,295,78,395,0,395,71,43.02
R4_online_cap1000_map2,online_cap1000,map2,rrt_online,6,0.0,0,2000,12,330,56,557,0,557,630,23.81
R4_online_cap300_map2,online_cap300,map2,rrt_online,6,0.0,0,2000,12,423,514,560,0,560,1213,16.59
R5_transfer_map3,hybrid_original,map3,original,10,0.0,0,2000,10,144,629,5964,4646,1318,177,431.26
R1_libvariants_map2,lib_repair,map2,original,6,0.0,0,2000,12,282,45,486,0,486,29,53.24
R1_libvariants_map2,lib_regen,map2,original,6,0.0,0,2000,12,334,37,464,0,464,17,51.58
R5_transfer_map3,hybrid_map3lib,map3,map3lib,4,0.0,0,2000,12,177,37,300,0,300,24,63.41
R2_scripted_map2,scripted_alternative,map2,alternative,6,0.0,0,2000,12,275,15,458,0,458,18,57.67
R2_scripted_map2,scripted_original,map2,original,6,0.0,0,2000,12,287,49,1124,667,457,27,69.74
R3_prioritized_map2,prioritized,map2,prioritized,8,0.0,0,2000,12,720,1,83,0,83,811,2.94
R5_transfer_map3,hybrid_original,map3,original,8,0.0,0,2000,11,135,485,4394,3644,750,133,287.51
R1_libvariants_map2,lib_filter,map2,original,8,0.0,0,2000,12,350,97,1017,0,1017,107,43.9
R4_online_cap300_map2,online_cap300,map2,rrt_online,8,0.0,0,2000,12,561,749,1032,0,1032,1829,23.76
R4_online_cap1000_map2,online_cap1000,map2,rrt_online,8,0.0,0,2000,12,418,88,827,0,827,936,36.54
R5_transfer_map3,hybrid_original,map3,original,4,0.0,0,2000,12,70,220,2034,1862,172,69,132.03
R1_libvariants_map2,lib_repair,map2,original,8,0.0,0,2000,12,352,69,1125,0,1125,34,81.35
R1_libvariants_map2,lib_regen,map2,original,8,0.0,0,2000,12,437,78,897,0,897,23,79.36
R2_scripted_map2,scripted_alternative,map2,alternative,8,0.0,0,2000,12,361,29,788,0,788,22,84.97
R3_prioritized_map2,prioritized,map2,prioritized,10,0.0,0,2000,12,896,1,127,0,127,1033,4.29
R2_scripted_map2,scripted_original,map2,original,8,0.0,0,2000,12,355,60,1653,801,852,47,99.23
R5_transfer_map3,hybrid_map3lib,map3,map3lib,6,0.0,0,2000,12,263,71,771,0,771,52,152.14
R5_transfer_map3,hybrid_map3lib,map3,map3lib,10,0.0,0,2000,11,403,129,2212,0,2212,87,315.91
R4_online_cap300_map2,online_cap300,map2,rrt_online,10,0.0,0,2000,12,673,1089,1690,0,1690,2594,58.46
R1_libvariants_map2,lib_filter,map2,original,2,0.0,0,2000,13,96,12,55,0,55,18,13.09
R4_online_cap1000_map2,online_cap1000,map2,rrt_online,10,0.0,0,2000,12,499,157,1323,0,1323,1293,103.92
R1_libvariants_map2,lib_repair,map2,original,2,0.0,0,2000,13,91,11,48,0,48,5,23.45
R1_libvariants_map2,lib_repair,map2,original,10,0.0,0,2000,12,420,138,1723,0,1723,46,167.66
R1_libvariants_map2,lib_filter,map2,original,10,0.0,0,2000,12,458,113,1276,0,1276,147,183.66
R3_prioritized_map2,prioritized,map2,prioritized,2,0.0,0,2000,13,175,0,8,0,8,185,1.43
R4_online_cap1000_map2,online_cap1000,map2,rrt_online,2,0.0,0,2000,13,131,7,15,0,15,146,9.21
R1_libvariants_map2,lib_regen,map2,original,2,0.0,0,2000,13,120,6,47,0,47,2,28.32
R4_online_cap300_map2,online_cap300,map2,rrt_online,2,0.0,0,2000,13,147,116,19,0,19,274,10.39
R1_libvariants_map2,lib_regen,map2,original,10,0.0,0,2000,12,524,118,1513,0,1513,44,185.32
R2_scripted_map2,scripted_original,map2,original,2,0.0,0,2000,13,96,9,230,205,25,5,34.57
R2_scripted_map2,scripted_alternative,map2,alternative,2,0.0,0,2000,13,93,4,54,0,54,2,33.47
R1_libvariants_map2,lib_filter,map2,original,4,0.0,0,2000,13,192,29,237,0,237,49,38.5
R5_transfer_map3,hybrid_map3lib,map3,map3lib,2,0.0,0,2000,13,89,17,48,0,48,16,37.84
R2_scripted_map2,scripted_original,map2,original,10,0.0,0,2000,12,418,94,2478,1053,1425,41,232.29
R3_prioritized_map2,prioritized,map2,prioritized,4,0.0,0,2000,13,354,1,14,0,14,373,2.49
R5_transfer_map3,hybrid_original,map3,original,6,0.0,0,2000,12,98,347,3211,2840,371,112,329.8
R2_scripted_map2,scripted_alternative,map2,alternative,10,0.0,0,2000,12,443,39,1601,0,1601,18,237.53
R4_online_cap1000_map2,online_cap1000,map2,rrt_online,4,0.0,0,2000,13,234,24,243,0,243,362,22.1
R4_online_cap300_map2,online_cap300,map2,rrt_online,4,0.0,0,2000,13,300,285,174,0,174,671,19.67
R1_libvariants_map2,lib_repair,map2,original,4,0.0,0,2000,13,192,23,300,0,300,16,54.37
R5_transfer_map3,hybrid_original,map3,original,10,0.0,0,2000,11,156,628,6012,4879,1133,177,541.25
R1_libvariants_map2,lib_regen,map2,original,4,0.0,0,2000,13,216,24,198,0,198,15,60.65
R5_transfer_map3,hybrid_original,map3,original,2,0.0,0,2000,13,29,114,1052,1037,15,30,127.82
R2_scripted_map2,scripted_alternative,map2,alternative,4,0.0,0,2000,13,198,5,190,0,190,9,72.07
R2_scripted_map2,scripted_original,map2,original,4,0.0,0,2000,13,193,15,642,445,197,14,83.91
R3_prioritized_map2,prioritized,map2,prioritized,6,0.0,0,2000,13,529,1,38,0,38,574,6.22
R5_transfer_map3,hybrid_map3lib,map3,map3lib,8,0.0,0,2000,12,346,77,1188,0,1188,85,364.11
R1_libvariants_map2,lib_filter,map2,original,6,0.0,0,2000,13,275,60,599,0,599,79,61.63
R4_online_cap300_map2,online_cap300,map2,rrt_online,6,0.0,0,2000,13,436,428,462,0,462,1081,33.23
R4_online_cap1000_map2,online_cap1000,map2,rrt_online,6,0.0,0,2000,13,332,44,435,0,435,594,38.75
R1_libvariants_map2,lib_repair,map2,original,6,0.0,0,2000,13,274,56,503,0,503,23,95.54
R1_libvariants_map2,lib_regen,map2,original,6,0.0,0,2000,13,325,47,454,0,454,19,95.19
R5_transfer_map3,hybrid_map3lib,map3,map3lib,4,0.0,0,2000,13,178,35,264,0,264,32,124.87
R2_scripted_map2,scripted_alternative,map2,alternative,6,0.0,0,2000,13,279,19,315,0,315,8,100.6
R3_prioritized_map2,prioritized,map2,prioritized,8,0.0,0,2000,13,703,4,77,0,77,791,10.04
R2_scripted_map2,scripted_original,map2,original,6,0.0,0,2000,13,276,45,1150,630,520,35,149.96
R1_libvariants_map2,lib_filter,map2,original,8,0.0,0,2000,13,354,87,940,0,940,99,105.34
R4_online_cap300_map2,online_cap300,map2,rrt_online,8,0.0,0,2000,13,559,763,1243,0,1243,1893,43.05
R5_transfer_map3,hybrid_original,map3,original,8,0.0,0,2000,12,122,467,4469,3732,737,135,537.11
R5_transfer_map3,hybrid_original,map3,original,4,0.0,0,2000,13,58,239,2173,1978,195,57,244.52
R4_online_cap1000_map2,online_cap1000,map2,rrt_online,8,0.0,0,2000,13,429,91,807,0,807,873,70.55
R1_libvariants_map2,lib_repair,map2,original,8,0.0,0,2000,13,355,87,1008,0,1008,42,138.99
R1_libvariants_map2,lib_regen,map2,original,8,0.0,0,2000,13,425,69,971,0,971,32,154.43
R2_scripted_map2,scripted_alternative,map2,alternative,8,0.0,0,2000,13,359,30,804,0,804,14,166.15
R3_prioritized_map2,prioritized,map2,prioritized,10,0.0,0,2000,13,877,7,96,0,96,990,13.13
R5_transfer_map3,hybrid_map3lib,map3,map3lib,6,0.0,0,2000,13,269,70,754,0,754,52,252.42
R2_scripted_map2,scripted_original,map2,original,8,0.0,0,2000,13,334,81,1908,934,974,39,211.37
R1_libvariants_map2,lib_filter,map2,original,10,0.0,0,2000,13,424,164,1786,0,1786,151,152.01
R4_online_cap300_map2,online_cap300,map2,rrt_online,10,0.0,0,2000,13,686,1059,1546,0,1546,2542,66.42
R1_libvariants_map2,lib_filter,map2,original,2,0.0,0,2000,14,102,11,54,0,54,15,16.02
R5_transfer_map3,hybrid_map3lib,map3,map3lib,10,0.0,0,2000,12,425,132,2157,0,2157,100,622.4
R4_online_cap1000_map2,online_cap1000,map2,rrt_online,10,0.0,0,2000,13,494,138,1375,0,1375,1329,124.94
R1_libvariants_map2,lib_repair,map2,original,10,0.0,0,2000,13,405,128,1798,0,1798,64,227.66
R1_libvariants_map2,lib_repair,map2,original,2,0.0,0,2000,14,95,13,29,0,29,6,31.05
R3_prioritized_map2,prioritized,map2,prioritized,2,0.0,0,2000,14,171,1,2,0,2,176,2.46
R5_transfer_map3,hybrid_original,map3,original,6,0.0,0,2000,13,97,355,3195,2833,362,102,418.11
R1_libvariants_map2,lib_regen,map2,original,2,0.0,0,2000,14,109,7,41,0,41,3,26.3
R4_online_cap1000_map2,online_cap1000,map2,rrt_online,2,0.0,0,2000,14,117,4,52,0,52,155,13.45
R4_online_cap300_map2,online_cap300,map2,rrt_online,2,0.0,0,2000,14,152,130,33,0,33,297,13.82
R2_scripted_map2,scripted_original,map2,original,2,0.0,0,2000,14,94,8,232,200,32,9,46.05
R1_libvariants_map2,lib_regen,map2,original,10,0.0,0,2000,13,518,107,1340,0,1340,36,283.87
R2_scripted_map2,scripted_alternative,map2,alternative,2,0.0,0,2000,14,100,1,21,0,21,2,34.12
R2_scripted_map2,scripted_alternative,map2,alternative,10,0.0,0,2000,13,444,46,1468,0,1468,30,271.38
R2_scripted_map2,scripted_original,map2,original,10,0.0,0,2000,13,452,98,2377,923,1454,46,300.28
R1_libvariants_map2,lib_filter,map2,original,4,0.0,0,2000,14,218,33,206,0,206,28,41.08
R3_prioritized_map2,prioritized,map2,prioritized,4,0.0,0,2000,14,345,0,21,0,21,369,3.85
R5_transfer_map3,hybrid_map3lib,map3,map3lib,2,0.0,0,2000,14,84,15,60,0,60,10,62.52
R4_online_cap300_map2,online_cap300,map2,rrt_online,4,0.0,0,2000,14,290,259,252,0,252,674,28.25
R4_online_cap1000_map2,online_cap1000,map2,rrt_online,4,0.0,0,2000,14,231,32,186,0,186,360,38.69
R5_transfer_map3,hybrid_original,map3,original,10,0.0,0,2000,12,129,655,6110,4802,1308,156,814.36
R1_libvariants_map2,lib_repair,map2,original,4,0.0,0,2000,14,198,16,192,0,192,15,98.63
R1_libvariants_map2,lib_regen,map2,original,4,0.0,0,2000,14,218,26,189,0,189,10,77.71
R2_scripted_map2,scripted_alternative,map2,alternative,4,0.0,0,2000,14,188,9,228,0,228,5,78.54
R5_transfer_map3,hybrid_original,map3,original,2,0.0,0,2000,14,31,127,1011,1003,8,29,168.63
R5_transfer_map3,hybrid_map3lib,map3,map3lib,8,0.0,0,2000,13,331,87,1233,0,1233,63,442.22
R2_scripted_map2,scripted_original,map2,original,4,0.0,0,2000,14,184,29,583,381,202,15,110.31
R3_prioritized_map2,prioritized,map2,prioritized,6,0.0,0,2000,14,524,1,31,0,31,561,7.1
R1_libvariants_map2,lib_filter,map2,original,6,0.0,0,2000,14,286,65,558,0,558,83,70.81
R4_online_cap300_map2,online_cap300,map2,rrt_online,6,0.0,0,2000,14,427,494,540,0,540,1169,34.4
R4_online_cap1000_map2,online_cap1000,map2,rrt_online,6,0.0,0,2000,14,324,56,450,0,450,604,52.19
R5_transfer_map3,hybrid_map3lib,map3,map3lib,4,0.0,0,2000,14,176,41,256,0,256,34,125.16
R1_libvariants_map2,lib_regen,map2,original,6,0.0,0,2000,14,330,51,426,0,426,19,102.43
R1_libvariants_map2,lib_repair,map2,original,6,0.0,0,2000,14,266,54,535,0,535,26,111.74
R2_scripted_map2,scripted_alternative,map2,alternative,6,0.0,0,2000,14,286,10,409,0,409,8,103.22
R3_prioritized_map2,prioritized,map2,prioritized,8,0.0,0,2000,14,704,4,66,0,66,781,10.15
R2_scripted_map2,scripted_original,map2,original,6,0.0,0,2000,14,262,46,1099,613,486,28,127.78
R5_transfer_map3,hybrid_original,map3,original,8,0.0,0,2000,13,126,476,4410,3702,708,144,594.14
R1_libvariants_map2,lib_filter,map2,original,8,0.0,0,2000,14,371,99,1047,0,1047,106,88.82
R4_online_cap300_map2,online_cap300,map2,rrt_online,8,0.0,0,2000,14,563,767,1016,0,1016,1849,40.25
R4_online_cap1000_map2,online_cap1000,map2,rrt_online,8,0.0,0,2000,14,413,105,904,0,904,953,64.52
R1_libvariants_map2,lib_repair,map2,original,8,0.0,0,2000,14,346,81,959,0,959,49,122.45
R5_transfer_map3,hybrid_original,map3,original,4,0.0,0,2000,14,61,246,2104,1899,205,65,278.96
R1_libvariants_map2,lib_regen,map2,original,8,0.0,0,2000,14,430,63,839,0,839,22,132.12
R5_transfer_map3,hybrid_map3lib,map3,map3lib,6,0.0,0,2000,14,258,76,725,0,725,49,189.57
R3_prioritized_map2,prioritized,map2,prioritized,10,0.0,0,2000,14,870,7,112,0,112,998,8.93
R2_scripted_map2,scripted_alternative,map2,alternative,8,0.0,0,2000,14,365,25,864,0,864,9,129.53
R2_scripted_map2,scripted_original,map2,original,8,0.0,0,2000,14,354,73,1682,772,910,37,167.34
R4_online_cap300_map2,online_cap300,map2,rrt_online,10,0.0,0,2000,14,664,995,1691,0,1691,2463,36.52
R5_transfer_map3,hybrid_map3lib,map3,map3lib,10,0.0,0,2000,13,410,138,2000,0,2000,98,538.74
R1_libvariants_map2,lib_filter,map2,original,10,0.0,0,2000,14,446,131,1477,0,1477,148,124.61
R1_libvariants_map2,lib_filter,map2,original,2,0.0,0,2000,15,100,13,51,0,51,10,8.21
R4_online_cap1000_map2,online_cap1000,map2,rrt_online,10,0.0,0,2000,14,504,150,1215,0,1215,1294,60.7
R1_libvariants_map2,lib_regen,map2,original,2,0.0,0,2000,15,115,6,15,0,15,5,12.47
R1_libvariants_map2,lib_repair,map2,original,2,0.0,0,2000,15,107,13,13,0,13,3,20.51
R3_prioritized_map2,prioritized,map2,prioritized,2,0.0,0,2000,15,189,1,2,0,2,194,1.12
R2_scripted_map2,scripted_original,map2,original,2,0.0,0,2000,15,101,10,280,235,45,1,20.06
R4_online_cap1000_map2,online_cap1000,map2,rrt_online,2,0.0,0,2000,15,116,5,49,0,49,147,5.47
R4_online_cap300_map2,online_cap300,map2,rrt_online,2,0.0,0,2000,15,151,109,53,0,53,294,4.81
R1_libvariants_map2,lib_repair,map2,original,10,0.0,0,2000,14,434,135,1631,0,1631,55,136.08
R2_scripted_map2,scripted_alternative,map2,alternative,2,0.0,0,2000,15,107,1,5,0,5,1,16.11
R1_libvariants_map2,lib_regen,map2,original,10,0.0,0,2000,14,506,104,1269,0,1269,40,130.03
R5_transfer_map3,hybrid_original,map3,original,6,0.0,0,2000,14,100,353,3356,2966,390,87,316.65
R5_transfer_map3,hybrid_map3lib,map3,map3lib,2,0.0,0,2000,15,94,20,36,0,36,8,21.21
R1_libvariants_map2,lib_filter,map2,original,4,0.0,0,2000,15,196,33,233,0,233,38,19.27
R3_prioritized_map2,prioritized,map2,prioritized,4,0.0,0,2000,15,367,1,15,0,15,387,4.24
R2_scripted_map2,scripted_alternative,map2,alternative,10,0.0,0,2000,14,446,40,1453,0,1453,24,147.83
R4_online_cap1000_map2,online_cap1000,map2,rrt_online,4,0.0,0,2000,15,241,25,160,0,160,349,22.13
R1_libvariants_map2,lib_regen,map2,original,4,0.0,0,2000,15,234,27,161,0,161,12,45.44
R4_online_cap300_map2,online_cap300,map2,rrt_online,4,0.0,0,2000,15,304,285,221,0,221,705,18.15
R2_scripted_map2,scripted_original,map2,original,10,0.0,0,2000,14,419,112,2515,1001,1514,53,176.67
R1_libvariants_map2,lib_repair,map2,original,4,0.0,0,2000,15,199,34,177,0,177,6,53.74
R5_transfer_map3,hybrid_original,map3,original,10,0.0,0,2000,13,150,614,5780,4653,1127,189,719.0
R5_transfer_map3,hybrid_map3lib,map3,map3lib,8,0.0,0,2000,14,350,106,1307,0,1307,76,256.02
R5_transfer_map3,hybrid_original,map3,original,2,0.0,0,2000,15,35,108,942,915,27,21,94.21
R3_prioritized_map2,prioritized,map2,prioritized,6,0.0,0,2000,15,549,3,39,0,39,596,7.5
R2_scripted_map2,scripted_original,map2,original,4,0.0,0,2000,15,201,31,572,311,261,14,81.97
