exp,method,map,dataset,n_agents,share_fraction,n_access,steps,seed,tasks_completed,fails,collisions,coll_obstacle,coll_robot,rrt_calls,wall_s
R1_libvariants_map2,lib_repair,map2,original,8,0.0,0,2000,25,344,78,1111,0,1111,37,147.88
R1_libvariants_map2,lib_regen,map2,original,8,0.0,0,2000,25,420,86,939,0,939,33,177.69
R2_scripted_map2,scripted_original,map2,original,8,0.0,0,2000,25,361,71,1734,821,913,36,222.22
R5_transfer_map3,hybrid_map3lib,map3,map3lib,6,0.0,0,2000,25,266,70,708,0,708,48,273.37
R2_scripted_map2,scripted_alternative,map2,alternative,8,0.0,0,2000,25,379,32,884,0,884,11,201.39
R3_prioritized_map2,prioritized,map2,prioritized,10,0.0,0,2000,25,856,8,111,0,111,985,17.01
R4_online_cap300_map2,online_cap300,map2,rrt_online,10,0.0,0,2000,25,677,1007,1738,0,1738,2465,59.51
R5_transfer_map3,hybrid_map3lib,map3,map3lib,10,0.0,0,2000,24,439,117,1949,0,1949,117,715.69
R1_libvariants_map2,lib_filter,map2,original,10,0.0,0,2000,25,426,150,1689,0,1689,156,196.84
R1_libvariants_map2,lib_regen,map2,original,10,0.0,0,2000,25,489,120,1393,0,1393,41,189.07
R1_libvariants_map2,lib_filter,map2,original,2,0.0,0,2000,26,98,11,21,0,21,16,9.73
R4_online_cap1000_map2,online_cap1000,map2,rrt_online,10,0.0,0,2000,25,514,140,1290,0,1290,1315,101.65
R1_libvariants_map2,lib_repair,map2,original,2,0.0,0,2000,26,94,13,55,0,55,1,16.14
R3_prioritized_map2,prioritized,map2,prioritized,2,0.0,0,2000,26,172,0,2,0,2,175,0.79
R4_online_cap1000_map2,online_cap1000,map2,rrt_online,2,0.0,0,2000,26,119,6,25,0,25,142,5.98
R1_libvariants_map2,lib_regen,map2,original,2,0.0,0,2000,26,106,6,29,0,29,8,14.6
R1_libvariants_map2,lib_repair,map2,original,10,0.0,0,2000,25,431,135,1663,0,1663,60,225.95
R4_online_cap300_map2,online_cap300,map2,rrt_online,2,0.0,0,2000,26,136,116,61,0,61,280,4.75
R5_transfer_map3,hybrid_original,map3,original,10,0.0,0,2000,24,152,627,5727,4678,1049,170,788.71
R2_scripted_map2,scripted_original,map2,original,2,0.0,0,2000,26,98,3,214,188,26,4,19.61
R2_scripted_map2,scripted_alternative,map2,alternative,2,0.0,0,2000,26,98,4,25,0,25,3,16.89
R5_transfer_map3,hybrid_original,map3,original,6,0.0,0,2000,25,100,364,3290,2835,455,109,439.11
R2_scripted_map2,scripted_original,map2,original,10,0.0,0,2000,25,439,90,2480,1035,1445,54,230.64
R3_prioritized_map2,prioritized,map2,prioritized,4,0.0,0,2000,26,352,1,8,0,8,365,3.39
R5_transfer_map3,hybrid_map3lib,map3,map3lib,2,0.0,0,2000,26,84,11,34,0,34,11,24.4
R1_libvariants_map2,lib_filter,map2,original,4,0.0,0,2000,26,183,32,191,0,191,47,26.82
R4_online_cap300_map2,online_cap300,map2,rrt_online,4,0.0,0,2000,26,297,273,165,0,165,647,15.25
R4_online_cap1000_map2,online_cap1000,map2,rrt_online,4,0.0,0,2000,26,238,17,249,0,249,373,26.7
R1_libvariants_map2,lib_repair,map2,original,4,0.0,0,2000,26,187,31,197,0,197,15,48.06
R1_libvariants_map2,lib_regen,map2,original,4,0.0,0,2000,26,220,27,221,0,221,12,57.63
R2_scripted_map2,scripted_alternative,map2,alternative,10,0.0,0,2000,25,432,53,1672,0,1672,25,232.4
R2_scripted_map2,scripted_original,map2,original,4,0.0,0,2000,26,187,26,689,509,180,18,77.43
R5_transfer_map3,hybrid_map3lib,map3,map3lib,8,0.0,0,2000,25,336,76,1195,0,1195,63,331.37
R5_transfer_map3,hybrid_original,map3,original,2,0.0,0,2000,26,36,96,911,894,17,31,92.33
R3_prioritized_map2,prioritized,map2,prioritized,6,0.0,0,2000,26,539,4,34,0,34,583,8.51
R2_scripted_map2,scripted_alternative,map2,alternative,4,0.0,0,2000,26,194,5,157,0,157,5,78.3
R4_online_cap300_map2,online_cap300,map2,rrt_online,6,0.0,0,2000,26,421,450,500,0,500,1120,30.14
R4_online_cap1000_map2,online_cap1000,map2,rrt_online,6,0.0,0,2000,26,319,36,517,0,517,605,42.46
R1_libvariants_map2,lib_filter,map2,original,6,0.0,0,2000,26,259,57,556,0,556,82,84.51
R1_libvariants_map2,lib_repair,map2,original,6,0.0,0,2000,26,269,50,584,0,584,17,108.52
R1_libvariants_map2,lib_regen,map2,original,6,0.0,0,2000,26,325,48,538,0,538,23,96.28
R5_transfer_map3,hybrid_map3lib,map3,map3lib,4,0.0,0,2000,26,172,37,351,0,351,34,128.37
R2_scripted_map2,scripted_alternative,map2,alternative,6,0.0,0,2000,26,282,14,400,0,400,13,116.96
R3_prioritized_map2,prioritized,map2,prioritized,8,0.0,0,2000,26,717,5,68,0,68,798,9.04
R2_scripted_map2,scripted_original,map2,original,6,0.0,0,2000,26,273,42,1003,570,433,28,136.61
R1_libvariants_map2,lib_filter,map2,original,8,0.0,0,2000,26,365,96,972,0,972,130,96.78
R4_online_cap300_map2,online_cap300,map2,rrt_online,8,0.0,0,2000,26,572,740,1006,0,1006,1832,43.25
R4_online_cap1000_map2,online_cap1000,map2,rrt_online,8,0.0,0,2000,26,406,93,825,0,825,896,66.26
R1_libvariants_map2,lib_regen,map2,original,8,0.0,0,2000,26,401,80,860,0,860,21,124.73
R1_libvariants_map2,lib_repair,map2,original,8,0.0,0,2000,26,358,95,1069,0,1069,51,160.14
R2_scripted_map2,scripted_original,map2,original,8,0.0,0,2000,26,369,68,1697,829,868,40,169.18
R2_scripted_map2,scripted_alternative,map2,alternative,8,0.0,0,2000,26,363,25,847,0,847,14,157.11
R5_transfer_map3,hybrid_original,map3,original,4,0.0,0,2000,26,57,254,2198,2039,159,70,333.78
R5_transfer_map3,hybrid_original,map3,original,8,0.0,0,2000,25,126,501,4605,3889,716,143,643.0
R5_transfer_map3,hybrid_map3lib,map3,map3lib,6,0.0,0,2000,26,261,73,626,0,626,40,238.16
R3_prioritized_map2,prioritized,map2,prioritized,10,0.0,0,2000,26,881,6,124,0,124,1020,10.33
R4_online_cap300_map2,online_cap300,map2,rrt_online,10,0.0,0,2000,26,689,1024,1565,0,1565,2465,59.52
R5_transfer_map3,hybrid_map3lib,map3,map3lib,10,0.0,0,2000,25,416,161,2159,0,2159,73,496.33
R1_libvariants_map2,lib_filter,map2,original,10,0.0,0,2000,26,446,126,1391,0,1391,167,172.29
R1_libvariants_map2,lib_filter,map2,original,2,0.0,0,2000,27,101,10,26,0,26,14,14.8
R4_online_cap1000_map2,online_cap1000,map2,rrt_online,10,0.0,0,2000,26,520,132,1306,0,1306,1338,99.68
R1_libvariants_map2,lib_repair,map2,original,2,0.0,0,2000,27,103,3,22,0,22,8,20.37
R1_libvariants_map2,lib_regen,map2,original,2,0.0,0,2000,27,109,7,33,0,33,8,24.56
R3_prioritized_map2,prioritized,map2,prioritized,2,0.0,0,2000,27,177,0,5,0,5,184,1.27
R4_online_cap1000_map2,online_cap1000,map2,rrt_online,2,0.0,0,2000,27,117,5,72,0,72,151,8.76
R2_scripted_map2,scripted_original,map2,original,2,0.0,0,2000,27,96,8,232,212,20,3,32.97
R4_online_cap300_map2,online_cap300,map2,rrt_online,2,0.0,0,2000,27,146,105,37,0,37,273,7.86
R1_libvariants_map2,lib_regen,map2,original,10,0.0,0,2000,26,500,103,1550,0,1550,51,219.64
R1_libvariants_map2,lib_repair,map2,original,10,0.0,0,2000,26,420,134,1669,0,1669,52,232.0
R2_scripted_map2,scripted_alternative,map2,alternative,2,0.0,0,2000,27,98,1,26,0,26,1,29.86
R5_transfer_map3,hybrid_map3lib,map3,map3lib,2,0.0,0,2000,27,94,15,25,0,25,7,36.17
R5_transfer_map3,hybrid_original,map3,original,6,0.0,0,2000,26,84,353,3242,2851,391,107,473.93
R1_libvariants_map2,lib_filter,map2,original,4,0.0,0,2000,27,195,38,155,0,155,36,30.84
R3_prioritized_map2,prioritized,map2,prioritized,4,0.0,0,2000,27,352,0,21,0,21,377,2.6
R5_transfer_map3,hybrid_original,map3,original,10,0.0,0,2000,25,166,636,5870,4735,1135,194,720.39
R2_scripted_map2,scripted_alternative,map2,alternative,10,0.0,0,2000,26,428,47,1527,0,1527,22,240.68
R4_online_cap1000_map2,online_cap1000,map2,rrt_online,4,0.0,0,2000,27,236,18,181,0,181,346,24.06
R1_libvariants_map2,lib_repair,map2,original,4,0.0,0,2000,27,188,23,183,0,183,18,54.93
R5_transfer_map3,hybrid_map3lib,map3,map3lib,8,0.0,0,2000,26,310,114,1406,0,1406,76,348.06
R2_scripted_map2,scripted_original,map2,original,10,0.0,0,2000,26,425,103,2521,1030,1491,56,265.27
R4_online_cap300_map2,online_cap300,map2,rrt_online,4,0.0,0,2000,27,289,248,152,0,152,621,17.02
R1_libvariants_map2,lib_regen,map2,original,4,0.0,0,2000,27,225,23,192,0,192,15,68.15
R2_scripted_map2,scripted_alternative,map2,alternative,4,0.0,0,2000,27,198,4,230,0,230,5,59.25
R3_prioritized_map2,prioritized,map2,prioritized,6,0.0,0,2000,27,530,0,37,0,37,573,3.3
R2_scripted_map2,scripted_original,map2,original,4,0.0,0,2000,27,198,24,621,474,147,19,84.62
R1_libvariants_map2,lib_filter,map2,original,6,0.0,0,2000,27,271,66,514,0,514,68,72.06
R4_online_cap1000_map2,online_cap1000,map2,rrt_online,6,0.0,0,2000,27,337,58,419,0,419,602,38.03
R4_online_cap300_map2,online_cap300,map2,rrt_online,6,0.0,0,2000,27,443,483,514,0,514,1184,31.02
R5_transfer_map3,hybrid_original,map3,original,2,0.0,0,2000,27,36,109,997,954,43,37,188.13
R1_libvariants_map2,lib_regen,map2,original,6,0.0,0,2000,27,345,44,469,0,469,21,97.58
R2_scripted_map2,scripted_original,map2,original,6,0.0,0,2000,27,273,37,969,618,351,24,104.27
R5_transfer_map3,hybrid_map3lib,map3,map3lib,4,0.0,0,2000,27,171,40,260,0,260,31,122.57
R1_libvariants_map2,lib_repair,map2,original,6,0.0,0,2000,27,272,51,551,0,551,24,113.66
R3_prioritized_map2,prioritized,map2,prioritized,8,0.0,0,2000,27,699,2,75,0,75,784,9.68
R2_scripted_map2,scripted_alternative,map2,alternative,6,0.0,0,2000,27,276,18,450,0,450,9,114.34
R4_online_cap300_map2,online_cap300,map2,rrt_online,8,0.0,0,2000,27,603,718,991,0,991,1784,40.56
R1_libvariants_map2,lib_filter,map2,original,8,0.0,0,2000,27,354,97,1060,0,1060,119,99.0
R4_online_cap1000_map2,online_cap1000,map2,rrt_online,8,0.0,0,2000,27,428,88,796,0,796,918,67.46
R5_transfer_map3,hybrid_original,map3,original,8,0.0,0,2000,26,139,457,4308,3507,801,139,587.94
R1_libvariants_map2,lib_repair,map2,original,8,0.0,0,2000,27,337,106,975,0,975,41,126.81
R5_transfer_map3,hybrid_original,map3,original,4,0.0,0,2000,27,70,217,2031,1869,162,72,234.27
R1_libvariants_map2,lib_regen,map2,original,8,0.0,0,2000,27,402,79,818,0,818,24,133.53
R5_transfer_map3,hybrid_map3lib,map3,map3lib,6,0.0,0,2000,27,276,56,614,0,614,43,198.23
R2_scripted_map2,scripted_original,map2,original,8,0.0,0,2000,27,372,61,1474,726,748,62,162.51
R2_scripted_map2,scripted_alternative,map2,alternative,8,0.0,0,2000,27,359,29,852,0,852,22,148.02
R3_prioritized_map2,prioritized,map2,prioritized,10,0.0,0,2000,27,874,6,112,0,112,1002,9.05
R5_transfer_map3,hybrid_map3lib,map3,map3lib,10,0.0,0,2000,26,416,122,2075,0,2075,91,502.42
R4_online_cap300_map2,online_cap300,map2,rrt_online,10,0.0,0,2000,27,693,1110,1750,0,1750,2660,38.64
R1_libvariants_map2,lib_filter,map2,original,10,0.0,0,2000,27,413,128,1490,0,1490,177,123.66
R4_online_cap1000_map2,online_cap1000,map2,rrt_online,10,0.0,0,2000,27,493,109,1339,0,1339,1223,55.06
R1_libvariants_map2,lib_filter,map2,original,2,0.0,0,2000,28,97,12,39,0,39,17,13.82
R1_libvariants_map2,lib_repair,map2,original,10,0.0,0,2000,27,432,110,1433,0,1433,52,139.48
R1_libvariants_map2,lib_repair,map2,original,2,0.0,0,2000,28,85,14,43,0,43,9,12.9
R3_prioritized_map2,prioritized,map2,prioritized,2,0.0,0,2000,28,163,0,4,0,4,169,0.61
R4_online_cap1000_map2,online_cap1000,map2,rrt_online,2,0.0,0,2000,28,117,7,32,0,32,140,5.0
R1_libvariants_map2,lib_regen,map2,original,2,0.0,0,2000,28,119,15,44,0,44,0,14.56
R4_online_cap300_map2,online_cap300,map2,rrt_online,2,0.0,0,2000,28,145,122,75,0,75,298,4.91
R1_libvariants_map2,lib_regen,map2,original,10,0.0,0,2000,27,515,102,1385,0,1385,37,128.9
R2_scripted_map2,scripted_original,map2,original,2,0.0,0,2000,28,104,8,263,232,31,5,19.34
R2_scripted_map2,scripted_alternative,map2,alternative,2,0.0,0,2000,28,108,3,20,0,20,4,17.43
R5_transfer_map3,hybrid_map3lib,map3,map3lib,2,0.0,0,2000,28,95,15,39,0,39,11,25.37
R1_libvariants_map2,lib_filter,map2,original,4,0.0,0,2000,28,198,37,199,0,199,40,30.1
R2_scripted_map2,scripted_original,map2,original,10,0.0,0,2000,27,428,94,2356,949,1407,48,177.16
R3_prioritized_map2,prioritized,map2,prioritized,4,0.0,0,2000,28,338,0,16,0,16,358,2.53
R5_transfer_map3,hybrid_original,map3,original,6,0.0,0,2000,27,91,344,3293,2858,435,104,346.95
R2_scripted_map2,scripted_alternative,map2,alternative,10,0.0,0,2000,27,455,52,1359,0,1359,33,160.29
R1_libvariants_map2,lib_repair,map2,original,4,0.0,0,2000,28,175,28,236,0,236,14,49.42
R1_libvariants_map2,lib_regen,map2,original,4,0.0,0,2000,28,233,21,199,0,199,13,50.93
R5_transfer_map3,hybrid_map3lib,map3,map3lib,8,0.0,0,2000,27,318,97,1401,0,1401,79,244.89
R4_online_cap1000_map2,online_cap1000,map2,rrt_online,4,0.0,0,2000,28,227,15,215,0,215,341,23.63
R4_online_cap300_map2,online_cap300,map2,rrt_online,4,0.0,0,2000,28,287,276,262,0,262,686,20.12
R5_transfer_map3,hybrid_original,map3,original,2,0.0,0,2000,28,31,104,905,870,35,35,102.23
R5_transfer_map3,hybrid_original,map3,original,10,0.0,0,2000,26,139,624,5687,4647,1040,182,727.68
R3_prioritized_map2,prioritized,map2,prioritized,6,0.0,0,2000,28,516,0,39,0,39,560,3.25
R1_libvariants_map2,lib_filter,map2,original,6,0.0,0,2000,28,286,68,541,0,541,61,44.5
R2_scripted_map2,scripted_alternative,map2,alternative,4,0.0,0,2000,28,197,6,174,0,174,4,69.43
R2_scripted_map2,scripted_original,map2,original,4,0.0,0,2000,28,175,29,620,468,152,22,94.74
R4_online_cap300_map2,online_cap300,map2,rrt_online,6,0.0,0,2000,28,445,493,487,0,487,1184,30.4
R4_online_cap1000_map2,online_cap1000,map2,rrt_online,6,0.0,0,2000,28,338,54,496,0,496,642,40.47
R5_transfer_map3,hybrid_map3lib,map3,map3lib,4,0.0,0,2000,28,180,38,205,0,205,34,104.21
R1_libvariants_map2,lib_repair,map2,original,6,0.0,0,2000,28,259,52,555,0,555,33,103.43
R1_libvariants_map2,lib_regen,map2,original,6,0.0,0,2000,28,323,57,514,0,514,12,103.88
R2_scripted_map2,scripted_original,map2,original,6,0.0,0,2000,28,262,53,1207,696,511,18,120.74
R3_prioritized_map2,prioritized,map2,prioritized,8,0.0,0,2000,28,694,0,79,0,79,781,4.63
R2_scripted_map2,scripted_alternative,map2,alternative,6,0.0,0,2000,28,286,24,472,0,472,14,107.72
R4_online_cap300_map2,online_cap300,map2,rrt_online,8,0.0,0,2000,28,531,716,1126,0,1126,1806,41.42
R4_online_cap1000_map2,online_cap1000,map2,rrt_online,8,0.0,0,2000,28,432,86,881,0,881,931,59.49
R1_libvariants_map2,lib_filter,map2,original,8,0.0,0,2000,28,364,102,947,0,947,119,133.99
R1_libvariants_map2,lib_repair,map2,original,8,0.0,0,2000,28,334,94,1072,0,1072,43,155.85
R1_libvariants_map2,lib_regen,map2,original,8,0.0,0,2000,28,414,84,862,0,862,33,156.68
R5_transfer_map3,hybrid_original,map3,original,8,0.0,0,2000,27,122,477,4607,3695,912,143,536.04
R2_scripted_map2,scripted_original,map2,original,8,0.0,0,2000,28,360,53,1691,785,906,28,167.15
R5_transfer_map3,hybrid_original,map3,original,4,0.0,0,2000,28,64,243,2161,2009,152,61,292.45
R5_transfer_map3,hybrid_map3lib,map3,map3lib,6,0.0,0,2000,28,246,54,742,0,742,46,207.92
R3_prioritized_map2,prioritized,map2,prioritized,10,0.0,0,2000,28,853,1,133,0,133,997,8.53
R2_scripted_map2,scripted_alternative,map2,alternative,8,0.0,0,2000,28,378,27,925,0,925,13,173.96
R1_libvariants_map2,lib_filter,map2,original,10,0.0,0,2000,28,435,136,1494,0,1494,154,125.64
R4_online_cap300_map2,online_cap300,map2,rrt_online,10,0.0,0,2000,28,680,1027,1768,0,1768,2523,66.16
R5_transfer_map3,hybrid_map3lib,map3,map3lib,10,0.0,0,2000,27,425,120,1877,0,1877,96,477.28
R1_libvariants_map2,lib_filter,map2,original,2,0.0,0,2000,29,103,14,19,0,19,16,13.64
R4_online_cap1000_map2,online_cap1000,map2,rrt_online,10,0.0,0,2000,28,523,137,1368,0,1368,1338,107.07
R1_libvariants_map2,lib_repair,map2,original,2,0.0,0,2000,29,103,5,41,0,41,7,23.43
R1_libvariants_map2,lib_regen,map2,original,2,0.0,0,2000,29,108,6,31,0,31,5,22.95
R3_prioritized_map2,prioritized,map2,prioritized,2,0.0,0,2000,29,174,1,5,0,5,181,2.5
R4_online_cap1000_map2,online_cap1000,map2,rrt_online,2,0.0,0,2000,29,118,6,24,0,24,139,9.18
R4_online_cap300_map2,online_cap300,map2,rrt_online,2,0.0,0,2000,29,152,100,44,0,44,272,8.42
R2_scripted_map2,scripted_alternative,map2,alternative,2,0.0,0,2000,29,100,2,20,0,20,1,26.08
R2_scripted_map2,scripted_original,map2,original,2,0.0,0,2000,29,99,9,247,222,25,6,37.3
R1_libvariants_map2,lib_repair,map2,original,10,0.0,0,2000,28,421,120,1420,0,1420,55,219.84
R1_libvariants_map2,lib_regen,map2,original,10,0.0,0,2000,28,499,100,1598,0,1598,31,205.83
R1_libvariants_map2,lib_filter,map2,original,4,0.0,0,2000,29,192,28,253,0,253,35,33.57
R5_transfer_map3,hybrid_map3lib,map3,map3lib,2,0.0,0,2000,29,95,17,52,0,52,14,39.58
R2_scripted_map2,scripted_alternative,map2,alternative,10,0.0,0,2000,28,429,46,1450,0,1450,19,218.24
R3_prioritized_map2,prioritized,map2,prioritized,4,0.0,0,2000,29,337,2,20,0,20,363,5.01
R5_transfer_map3,hybrid_original,map3,original,6,0.0,0,2000,28,102,351,3259,2885,374,109,479.06
R5_transfer_map3,hybrid_original,map3,original,10,0.0,0,2000,27,182,610,5879,4650,1229,168,681.56
R1_libvariants_map2,lib_repair,map2,original,4,0.0,0,2000,29,190,25,301,0,301,11,47.41
R4_online_cap300_map2,online_cap300,map2,rrt_online,4,0.0,0,2000,29,296,274,214,0,214,676,16.41
R4_online_cap1000_map2,online_cap1000,map2,rrt_online,4,0.0,0,2000,29,227,16,175,0,175,333,24.25
R1_libvariants_map2,lib_regen,map2,original,4,0.0,0,2000,29,230,21,157,0,157,6,52.04
R2_scripted_map2,scripted_original,map2,original,10,0.0,0,2000,28,421,95,2499,1104,1395,56,272.04
R5_transfer_map3,hybrid_map3lib,map3,map3lib,8,0.0,0,2000,28,333,76,1444,0,1444,79,357.63
R5_transfer_map3,hybrid_original,map3,original,2,0.0,0,2000,29,37,107,951,909,42,32,116.58
R2_scripted_map2,scripted_original,map2,original,4,0.0,0,2000,29,186,24,586,406,180,18,67.87
R3_prioritized_map2,prioritized,map2,prioritized,6,0.0,0,2000,29,501,3,36,0,36,546,7.64
R2_scripted_map2,scripted_alternative,map2,alternative,4,0.0,0,2000,29,205,7,172,0,172,12,69.02
R4_online_cap300_map2,online_cap300,map2,rrt_online,6,0.0,0,2000,29,410,461,523,0,523,1148,31.39
R4_online_cap1000_map2,online_cap1000,map2,rrt_online,6,0.0,0,2000,29,339,48,467,0,467,638,41.86
R1_libvariants_map2,lib_filter,map2,original,6,0.0,0,2000,29,269,65,520,0,520,79,72.32
R1_libvariants_map2,lib_regen,map2,original,6,0.0,0,2000,29,339,42,448,0,448,9,96.68
R5_transfer_map3,hybrid_map3lib,map3,map3lib,4,0.0,0,2000,29,187,40,295,0,295,30,125.59
R2_scripted_map2,scripted_alternative,map2,alternative,6,0.0,0,2000,29,296,22,530,0,530,9,121.21
R1_libvariants_map2,lib_repair,map2,original,6,0.0,0,2000,29,263,67,547,0,547,28,149.47
R3_prioritized_map2,prioritized,map2,prioritized,8,0.0,0,2000,29,685,6,78,0,78,776,13.09
R2_scripted_map2,scripted_original,map2,original,6,0.0,0,2000,29,286,31,920,488,432,33,152.12
R1_libvariants_map2,lib_filter,map2,original,8,0.0,0,2000,29,329,97,1154,0,1154,101,104.87
R5_transfer_map3,hybrid_original,map3,original,8,0.0,0,2000,28,141,444,4243,3527,716,163,565.16
R4_online_cap300_map2,online_cap300,map2,rrt_online,8,0.0,0,2000,29,562,731,924,0,924,1712,40.76
R1_libvariants_map2,lib_repair,map2,original,8,0.0,0,2000,29,364,80,970,0,970,22,133.85
R4_online_cap1000_map2,online_cap1000,map2,rrt_online,8,0.0,0,2000,29,418,84,845,0,845,917,70.81
R5_transfer_map3,hybrid_original,map3,original,4,0.0,0,2000,29,60,227,2136,1975,161,60,260.25
R5_transfer_map3,hybrid_map3lib,map3,map3lib,6,0.0,0,2000,29,280,67,675,0,675,42,192.0
R1_libvariants_map2,lib_regen,map2,original,8,0.0,0,2000,29,427,79,944,0,944,33,167.15
R3_prioritized_map2,prioritized,map2,prioritized,10,0.0,0,2000,29,850,9,115,0,115,984,18.49
R2_scripted_map2,scripted_original,map2,original,8,0.0,0,2000,29,344,63,1604,783,821,44,182.12
R2_scripted_map2,scripted_alternative,map2,alternative,8,0.0,0,2000,29,365,30,864,0,864,15,173.27
R1_libvariants_map2,lib_filter,map2,original,10,0.0,0,2000,29,430,136,1438,0,1438,153,130.12
R5_transfer_map3,hybrid_map3lib,map3,map3lib,10,0.0,0,2000,28,413,134,1991,0,1991,92,543.95
R4_online_cap300_map2,online_cap300,map2,rrt_online,10,0.0,0,2000,29,677,1047,1675,0,1675,2523,55.89
R4_online_cap1000_map2,online_cap1000,map2,rrt_online,10,0.0,0,2000,29,510,153,1303,0,1303,1315,94.04
R5_transfer_map3,hybrid_original,map3,original,6,0.0,0,2000,29,84,337,3292,2837,455,107,376.78
R1_libvariants_map2,lib_repair,map2,original,10,0.0,0,2000,29,418,140,1726,0,1726,54,200.35
R2_scripted_map2,scripted_original,map2,original,10,0.0,0,2000,29,445,100,2312,1033,1279,49,215.81
R1_libvariants_map2,lib_regen,map2,original,10,0.0,0,2000,29,513,116,1351,0,1351,32,230.67
R2_scripted_map2,scripted_alternative,map2,alternative,10,0.0,0,2000,29,427,57,1652,0,1652,26,210.97
R5_transfer_map3,hybrid_map3lib,map3,map3lib,8,0.0,0,2000,29,330,114,1310,0,1310,61,283.95
R5_transfer_map3,hybrid_original,map3,original,10,0.0,0,2000,28,145,620,5739,4597,1142,207,772.04
R5_transfer_map3,hybrid_original,map3,original,8,0.0,0,2000,29,132,482,4540,3720,820,130,466.88
R5_transfer_map3,hybrid_map3lib,map3,map3lib,10,0.0,0,2000,29,446,136,1827,0,1827,122,401.61
R5_transfer_map3,hybrid_original,map3,original,10,0.0,0,2000,29,169,615,5789,4566,1223,187,490.23
